id,Series_reference,Period,Data_value,Status,Units,Magnitude,Subject,Periodicity,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
256,PTSA.SA01HS5ND,2019.12,5571,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total where affiliation known,Number of transfers
417,PTSA.SA01HS5ND,2020.12,5868,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total where affiliation known,Number of transfers
889,PTSA.SA01HS5ND,2021.12,6312,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total where affiliation known,Number of transfers
398,PTSA.SA01HS5NJ,2017.06,,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total where affiliation known,Number of transfers
692,PTSA.SA01HS5NJ,2018.06,5658,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total where affiliation known,Number of transfers
400,PTSA.SA01HS5NJ,2019.06,5523,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total where affiliation known,Number of transfers
765,PTSA.SA01HS5NJ,2020.06,5229,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total where affiliation known,Number of transfers
950,PTSA.SA01HS5NJ,2021.06,6942,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total where affiliation known,Number of transfers
732,PTSA.SA01HS5NM,2017.03,,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total where affiliation known,Number of transfers
959,PTSA.SA01HS5NM,2018.03,5664,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total where affiliation known,Number of transfers
279,PTSA.SA01HS5NM,2019.03,5535,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total where affiliation known,Number of transfers
672,PTSA.SA01HS5NM,2020.03,5682,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total where affiliation known,Number of transfers
339,PTSA.SA01HS5NM,2021.03,6258,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total where affiliation known,Number of transfers
907,PTSA.SA01HS5NM,2022.03,5913,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total where affiliation known,Number of transfers
418,PTSA.SA01HS5NS,2016.09,,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total where affiliation known,Number of transfers
361,PTSA.SA01HS5NS,2017.09,4302,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total where affiliation known,Number of transfers
797,PTSA.SA01HS5NS,2018.09,5610,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total where affiliation known,Number of transfers
810,PTSA.SA01HS5NS,2019.09,5505,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total where affiliation known,Number of transfers
960,PTSA.SA01HS5NS,2020.09,5382,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total where affiliation known,Number of transfers
979,PTSA.SA01HS5NS,2021.09,6798,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total where affiliation known,Number of transfers
878,PTSA.SA01HS6ND,2016.12,,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Affiliation unknown,Number of transfers
141,PTSA.SA01HS6ND,2017.12,225,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Affiliation unknown,Number of transfers
3,PTSA.SA01HS6ND,2018.12,,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Affiliation unknown,Number of transfers
563,PTSA.SA01HS6ND,2019.12,,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Affiliation unknown,Number of transfers
910,PTSA.SA01HS6ND,2020.12,,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Affiliation unknown,Number of transfers
915,PTSA.SA01HS6ND,2021.12,,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Affiliation unknown,Number of transfers
822,PTSA.SA01HS6NJ,2017.06,,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Affiliation unknown,Number of transfers
773,PTSA.SA01HS6NJ,2018.06,12,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Affiliation unknown,Number of transfers
192,PTSA.SA01HS6NJ,2019.06,,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Affiliation unknown,Number of transfers
366,PTSA.SA01HS6NJ,2020.06,,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Affiliation unknown,Number of transfers
968,PTSA.SA01HS6NJ,2021.06,,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Affiliation unknown,Number of transfers
917,PTSA.SA01HS6NM,2017.03,,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Affiliation unknown,Number of transfers
860,PTSA.SA01HS6NM,2018.03,42,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Affiliation unknown,Number of transfers
220,PTSA.SA01HS6NM,2019.03,,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Affiliation unknown,Number of transfers
133,PTSA.SA01HS6NM,2020.03,,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Affiliation unknown,Number of transfers
664,PTSA.SA01HS6NM,2021.03,,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Affiliation unknown,Number of transfers
374,PTSA.SA01HS6NM,2022.03,,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Affiliation unknown,Number of transfers
308,PTSA.SA01HS6NS,2016.09,,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Affiliation unknown,Number of transfers
377,PTSA.SA01HS6NS,2017.09,1779,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Affiliation unknown,Number of transfers
87,PTSA.SA01HS6NS,2018.09,6,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Affiliation unknown,Number of transfers
261,PTSA.SA01HS6NS,2019.09,,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Affiliation unknown,Number of transfers
460,PTSA.SA01HS6NS,2020.09,,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Affiliation unknown,Number of transfers
342,PTSA.SA01HS6NS,2021.09,,C,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Affiliation unknown,Number of transfers
523,PTSA.SA01HS7ND,2016.12,,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total all affiliations,Number of transfers
59,PTSA.SA01HS7ND,2017.12,5799,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total all affiliations,Number of transfers
218,PTSA.SA01HS7ND,2018.12,5685,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total all affiliations,Number of transfers
343,PTSA.SA01HS7ND,2019.12,5574,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total all affiliations,Number of transfers
794,PTSA.SA01HS7ND,2020.12,5871,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total all affiliations,Number of transfers
6,PTSA.SA01HS7ND,2021.12,6312,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total all affiliations,Number of transfers
253,PTSA.SA01HS7NJ,2017.06,,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total all affiliations,Number of transfers
382,PTSA.SA01HS7NJ,2018.06,5670,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total all affiliations,Number of transfers
272,PTSA.SA01HS7NJ,2019.06,5529,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total all affiliations,Number of transfers
459,PTSA.SA01HS7NJ,2020.06,5229,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total all affiliations,Number of transfers
214,PTSA.SA01HS7NJ,2021.06,6945,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total all affiliations,Number of transfers
312,PTSA.SA01HS7NM,2017.03,,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total all affiliations,Number of transfers
876,PTSA.SA01HS7NM,2018.03,5709,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total all affiliations,Number of transfers
873,PTSA.SA01HS7NM,2019.03,5538,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total all affiliations,Number of transfers
359,PTSA.SA01HS7NM,2020.03,5685,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total all affiliations,Number of transfers
707,PTSA.SA01HS7NM,2021.03,6258,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Total all affiliations,Number of transfers
